hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,451,2016,May,21,16,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,,0,Transient,60,0,0,Canceled,14/03/2016
City Hotel,1,17,2016,June,26,23,0,1,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,95,0,1,Canceled,19/06/2016
City Hotel,0,4,2017,June,25,20,0,3,1,0,0,BB,PRT,Corporate,Corporate,1,6,66,A,A,0,No Deposit,,40,0,Transient,65,0,1,Check-Out,23/06/2017
City Hotel,0,159,2016,October,43,16,2,2,2,0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,108,0,0,Check-Out,20/10/2016
City Hotel,0,34,2015,November,45,1,2,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28,,0,Group,60,0,0,Check-Out,04/11/2015
City Hotel,1,128,2017,April,16,16,2,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58,,0,Transient,100,0,0,Canceled,09/12/2016
City Hotel,0,44,2016,October,42,11,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,,0,Transient,126,0,1,Check-Out,14/10/2016
City Hotel,0,145,2016,August,34,15,1,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9,,0,Transient,115.32,1,0,Check-Out,18/08/2016
City Hotel,0,18,2016,November,46,10,0,3,2,0,0,BB,AGO,Online TA,Direct,1,0,1,A,A,1,No Deposit,9,,0,Transient,123.33,0,1,Check-Out,13/11/2016
City Hotel,0,69,2015,September,39,22,0,2,1,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,3,,65,Transient-Party,83,0,0,Check-Out,24/09/2015
City Hotel,0,70,2016,April,15,4,1,3,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,,0,Transient,121.55,0,2,Check-Out,08/04/2016
City Hotel,0,19,2017,June,24,11,2,0,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,9,,0,Transient,109,0,1,Check-Out,13/06/2017
City Hotel,1,102,2016,June,24,5,1,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,,0,Transient-Party,65,0,0,Canceled,02/06/2016
City Hotel,0,189,2016,May,21,19,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,,0,Transient-Party,65,0,0,Check-Out,22/05/2016
City Hotel,1,33,2015,December,50,9,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,44,,0,Transient,110,0,0,Canceled,16/11/2015
City Hotel,0,120,2017,March,10,11,2,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,88.4,0,3,Check-Out,15/03/2017
City Hotel,1,78,2016,October,43,21,2,2,2,0,0,BB,ISR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,132.3,0,0,Canceled,09/08/2016
City Hotel,1,73,2017,April,14,3,1,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,20,,0,Transient,105,0,0,Canceled,20/01/2017
City Hotel,1,43,2017,June,24,17,0,1,2,0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,144,0,1,Canceled,08/06/2017
City Hotel,0,19,2016,February,8,14,3,5,0,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9,,0,Transient,0,0,1,Check-Out,22/02/2016
City Hotel,0,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,1,No Deposit,19,,0,Transient-Party,104,0,1,Check-Out,01/09/2017
City Hotel,1,114,2016,June,23,3,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,,0,Transient-Party,75,0,0,Canceled,02/05/2016
City Hotel,0,112,2016,June,23,2,0,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,192,,0,Transient-Party,120,0,1,Check-Out,05/06/2016
City Hotel,0,133,2017,April,16,19,0,4,2,0,0,BB,ISL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,390,,0,Transient-Party,124,0,0,Check-Out,23/04/2017
City Hotel,0,5,2016,March,14,29,0,1,2,1,0,BB,DEU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,,0,Transient,119,0,0,Check-Out,30/03/2016
City Hotel,1,50,2015,October,43,24,1,1,2,0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,75,0,0,Canceled,07/10/2015
City Hotel,1,68,2016,April,17,23,2,2,2,1,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,110.5,0,0,Canceled,18/03/2016
City Hotel,0,176,2017,August,32,7,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,130.5,0,1,Check-Out,14/08/2017
City Hotel,0,177,2015,August,34,19,0,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient-Party,76.5,0,2,Check-Out,23/08/2015
City Hotel,1,21,2016,December,52,24,2,1,1,0,0,BB,ZAF,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,96,0,1,Canceled,15/12/2016
City Hotel,1,71,2016,June,23,1,1,4,3,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,22,,0,Transient,115.6,0,0,Canceled,22/03/2016
City Hotel,1,207,2015,September,40,29,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,20,,0,Transient,48,0,0,Canceled,23/07/2015
City Hotel,1,206,2017,April,17,28,0,2,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,130.5,0,3,Canceled,27/10/2016
City Hotel,1,151,2017,May,18,3,0,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,126,0,1,Canceled,17/04/2017
City Hotel,0,27,2017,July,27,2,2,0,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,9,,0,Transient,152,0,0,Check-Out,04/07/2017
City Hotel,0,4,2015,November,49,30,1,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,,40,0,Transient-Party,65,0,0,Check-Out,03/12/2015
City Hotel,0,99,2016,February,8,19,0,1,1,0,0,BB,ARG,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,,67,0,Transient-Party,81,0,0,Check-Out,20/02/2016
City Hotel,0,195,2016,December,49,1,1,3,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,106.25,0,2,Check-Out,05/12/2016
City Hotel,1,32,2017,February,8,20,1,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,75,0,0,Canceled,19/01/2017
City Hotel,1,73,2016,October,42,12,1,4,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,135,0,1,Canceled,07/10/2016
City Hotel,0,17,2015,September,39,26,2,2,1,0,0,BB,IRN,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,,0,Transient-Party,170,0,0,Check-Out,30/09/2015
City Hotel,0,88,2016,December,51,15,0,3,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,79.2,0,1,Check-Out,18/12/2016
City Hotel,1,109,2016,February,9,21,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,,44,Transient,75,0,0,Canceled,18/12/2015
City Hotel,0,56,2017,July,30,29,1,1,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,126,0,0,Check-Out,31/07/2017
City Hotel,0,181,2017,July,31,31,2,5,2,0,0,SC,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,168,,0,Transient,71.1,0,1,Check-Out,07/08/2017
City Hotel,0,54,2016,November,46,11,1,2,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,96,0,1,Check-Out,14/11/2016
City Hotel,0,247,2016,June,24,6,1,1,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,F,0,No Deposit,6,,0,Transient-Party,115,0,0,Check-Out,08/06/2016
City Hotel,0,24,2016,March,13,26,2,1,2,0,0,BB,AUT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1,,0,Transient-Party,100,0,1,Check-Out,29/03/2016
City Hotel,1,56,2017,April,14,5,0,4,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,126,0,0,Canceled,28/02/2017
City Hotel,1,181,2017,June,23,8,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58,,0,Transient,100,0,0,Canceled,24/01/2017
City Hotel,0,1,2016,April,16,10,2,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,8,A,A,0,No Deposit,,40,0,Transient,65,0,1,Check-Out,13/04/2016
City Hotel,1,134,2017,February,8,25,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,30,,0,Transient-Party,75,0,0,Canceled,24/02/2017
City Hotel,0,11,2016,December,50,5,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,97.4,0,0,Check-Out,09/12/2016
City Hotel,1,510,2016,December,49,1,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,,0,Transient,62.8,0,0,Canceled,21/10/2015
City Hotel,0,1,2016,December,50,6,0,1,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,154,0,2,Check-Out,07/12/2016
City Hotel,0,16,2017,July,30,25,0,4,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,170,0,1,Check-Out,29/07/2017
City Hotel,1,132,2017,August,33,16,0,1,3,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28,,0,Transient,116.1,0,0,Canceled,06/05/2017
City Hotel,0,17,2016,November,48,25,0,2,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,124,0,3,Check-Out,27/11/2016
City Hotel,0,45,2016,February,9,25,0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,,0,Transient,80.3,0,1,Check-Out,28/02/2016
City Hotel,1,74,2017,January,3,21,2,1,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,71.28,0,2,Canceled,22/11/2016
City Hotel,0,68,2017,May,20,14,2,1,1,0,0,BB,USA,Groups,Corporate,0,0,0,A,A,1,No Deposit,,169,0,Transient-Party,110,0,0,Check-Out,17/05/2017
City Hotel,1,22,2016,March,13,21,1,1,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,129,0,0,Canceled,28/02/2016
City Hotel,0,2,2016,May,22,27,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,B,E,0,No Deposit,,,0,Transient,65,1,0,Check-Out,28/05/2016
City Hotel,0,44,2016,August,36,28,2,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85,,0,Transient,85.5,0,3,Check-Out,02/09/2016
City Hotel,0,1,2017,June,25,18,1,0,2,0,0,BB,PER,Direct,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient,150,0,1,Check-Out,19/06/2017
City Hotel,0,4,2016,August,33,7,2,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,40,0,Transient,65,0,1,Check-Out,10/08/2016
City Hotel,1,52,2016,April,17,21,0,2,2,0,0,SC,AGO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,94.5,0,0,Canceled,14/03/2016
City Hotel,0,67,2016,March,13,26,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,83,,0,Transient-Party,89.24,0,1,Check-Out,27/03/2016
City Hotel,1,118,2017,April,17,24,1,3,2,2,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,,0,Transient,195.75,0,0,Canceled,12/02/2017
City Hotel,1,622,2017,March,12,23,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,,0,Transient,62,0,0,Canceled,21/10/2015
City Hotel,0,0,2017,March,11,17,0,1,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,,0,Transient,98,0,0,Check-Out,18/03/2017
City Hotel,1,26,2017,May,21,22,1,0,1,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,160,0,1,Canceled,26/04/2017
City Hotel,0,1,2017,January,3,19,0,1,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,88,0,0,Check-Out,20/01/2017
City Hotel,1,21,2016,May,21,19,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,86,,0,Transient,124.8,0,0,Canceled,03/05/2016
City Hotel,0,50,2016,March,14,31,0,3,2,0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,,0,Transient-Party,65,0,1,Check-Out,03/04/2016
City Hotel,1,73,2016,November,48,26,0,1,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,88,0,0,Canceled,25/09/2016
City Hotel,1,71,2016,October,43,18,0,1,2,0,0,HB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,153,0,2,Canceled,07/09/2016
City Hotel,0,36,2016,September,38,11,2,3,1,0,0,BB,ITA,Corporate,Corporate,0,0,0,D,D,0,No Deposit,,186,0,Transient,110,0,0,Check-Out,16/09/2016
City Hotel,0,36,2017,June,24,12,1,3,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,140,0,1,Check-Out,16/06/2017
City Hotel,1,175,2017,April,17,29,2,1,2,2,0,BB,RUS,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,,0,Transient,189,0,1,Canceled,10/04/2017
City Hotel,1,225,2017,May,21,24,0,4,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,107.1,0,0,Canceled,17/10/2016
City Hotel,0,47,2015,November,46,11,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,,40,0,Transient,65,0,1,Check-Out,13/11/2015
City Hotel,1,26,2016,April,16,15,0,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,115,0,0,Canceled,20/03/2016
City Hotel,1,149,2017,August,33,17,0,2,1,2,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,152.5,0,1,Canceled,16/06/2017
City Hotel,1,9,2016,March,10,2,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,210,,0,Transient-Party,55,0,0,Canceled,25/02/2016
City Hotel,0,20,2016,June,25,12,2,1,2,0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,99,0,1,Check-Out,15/06/2016
City Hotel,0,44,2017,July,31,30,2,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,169,0,1,Check-Out,03/08/2017
City Hotel,0,43,2017,January,4,24,0,1,1,0,0,BB,ITA,Online TA,GDS,0,0,0,A,A,0,No Deposit,195,,0,Transient,96,0,0,Check-Out,25/01/2017
City Hotel,1,46,2017,June,25,20,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229,,0,Transient-Party,90,0,0,Canceled,06/06/2017
City Hotel,0,72,2015,October,44,28,0,3,2,0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37,,58,Transient-Party,85.67,0,0,Check-Out,31/10/2015
City Hotel,1,573,2017,February,5,2,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,,0,Transient,62,0,0,Canceled,21/10/2015
City Hotel,0,11,2016,September,40,29,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,42,,0,Transient,143.2,0,0,Check-Out,30/09/2016
City Hotel,1,46,2016,March,10,4,0,2,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,67.5,0,0,Canceled,24/01/2016
City Hotel,1,12,2016,February,7,7,1,0,2,0,0,BB,THA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,93,0,2,No-Show,07/02/2016
City Hotel,1,55,2017,June,24,16,0,2,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,126,0,1,Canceled,25/04/2017
City Hotel,0,87,2016,May,20,8,2,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,,0,Transient,75,0,0,Check-Out,13/05/2016
City Hotel,0,123,2015,November,45,6,1,2,2,0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,,0,Transient-Party,60,0,0,Check-Out,09/11/2015
City Hotel,0,29,2016,May,20,9,1,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,143.52,0,1,Check-Out,14/05/2016
City Hotel,0,161,2016,October,41,2,2,3,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,91.48,0,1,Check-Out,07/10/2016
City Hotel,1,166,2016,August,35,27,2,1,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,96.3,0,0,Canceled,21/04/2016
City Hotel,0,19,2015,July,30,25,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,,0,Transient-Party,62,0,0,Check-Out,29/07/2015
City Hotel,0,3,2017,March,13,30,0,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,117,0,2,Check-Out,01/04/2017
City Hotel,0,134,2017,February,8,25,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30,,0,Transient-Party,75,0,0,Check-Out,26/02/2017
City Hotel,0,110,2017,January,1,3,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,B,A,1,No Deposit,9,,0,Transient,91.6,0,2,Check-Out,05/01/2017
City Hotel,0,11,2016,May,20,9,5,10,1,0,0,BB,FRA,Aviation,Corporate,0,0,0,A,A,1,No Deposit,,153,0,Transient,95,0,0,Check-Out,24/05/2016
City Hotel,1,297,2015,August,33,10,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,,0,Contract,62,0,0,Canceled,01/01/2015
City Hotel,0,14,2015,October,42,15,0,2,1,0,0,BB,DZA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,99,,0,Transient-Party,100,0,0,Check-Out,17/10/2015
City Hotel,0,14,2017,April,14,7,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,138,1,0,Check-Out,08/04/2017
City Hotel,0,275,2017,January,2,13,0,1,2,0,0,BB,AUS,Direct,Direct,0,0,0,A,A,3,No Deposit,14,,0,Transient,67.15,0,0,Check-Out,14/01/2017
City Hotel,0,172,2017,July,28,15,1,1,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,98.1,0,0,Check-Out,17/07/2017
City Hotel,0,35,2015,October,43,20,0,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,96.3,0,2,Check-Out,24/10/2015
City Hotel,0,53,2016,June,26,19,2,1,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,117.9,1,1,Check-Out,22/06/2016
City Hotel,1,104,2015,August,36,30,2,1,2,0,0,HB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,,0,Transient,90,0,0,Canceled,22/07/2015
City Hotel,0,12,2016,May,23,30,1,3,2,0,0,BB,EST,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,259,0,Transient-Party,111.35,0,0,Check-Out,03/06/2016
City Hotel,1,12,2015,September,38,17,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,152,0,1,Canceled,05/09/2015
City Hotel,0,270,2016,April,17,20,0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21,,187,Transient-Party,80,0,0,Check-Out,24/04/2016
City Hotel,0,58,2016,June,24,10,1,2,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,159.3,0,2,Check-Out,13/06/2016
City Hotel,0,8,2016,June,25,15,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,1,No Deposit,,72,0,Transient,40,0,1,Check-Out,16/06/2016
City Hotel,0,150,2017,February,7,13,1,1,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,86.4,0,1,Check-Out,15/02/2017
City Hotel,1,78,2016,March,13,25,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,154,,0,Transient,100,0,0,Canceled,18/01/2016
City Hotel,1,37,2016,October,42,13,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56,,0,Transient-Party,105,0,0,Canceled,06/09/2016
City Hotel,0,16,2017,April,15,14,1,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,138.33,0,3,Check-Out,17/04/2017
City Hotel,0,25,2017,June,26,27,0,1,2,0,0,BB,BEL,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,280,0,Transient-Party,100,0,0,Check-Out,28/06/2017
City Hotel,1,78,2017,January,4,25,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,365,0,Transient-Party,85,0,0,Canceled,24/01/2017
City Hotel,1,198,2016,May,21,20,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,B,1,No Deposit,1,,98,Transient-Party,57.5,0,0,Canceled,22/03/2016
City Hotel,0,200,2016,August,32,6,2,2,2,0,0,SC,ZAF,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,62.18,0,1,Check-Out,10/08/2016
City Hotel,0,73,2016,March,13,24,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,,0,Transient,56.38,0,1,Check-Out,27/03/2016
City Hotel,0,27,2016,November,48,23,0,4,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,68.07,0,1,Check-Out,27/11/2016
City Hotel,1,38,2017,August,34,23,0,2,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,169,0,2,Canceled,31/07/2017
City Hotel,1,0,2015,October,43,20,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,0,A,G,1,No Deposit,87,,0,Transient,123,0,0,No-Show,20/10/2015
City Hotel,1,139,2017,June,24,12,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,20,,0,Transient,110,0,0,Canceled,24/01/2017
City Hotel,0,2,2017,January,3,21,0,1,2,0,0,SC,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,88,0,0,Check-Out,22/01/2017
City Hotel,0,98,2015,November,48,23,1,3,2,0,0,BB,JOR,Groups,TA/TO,0,0,0,A,A,2,No Deposit,37,,0,Transient-Party,75,0,0,Check-Out,27/11/2015
City Hotel,0,164,2015,October,40,2,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,19,,0,Transient-Party,100,0,0,Check-Out,04/10/2015
City Hotel,0,81,2016,May,21,15,2,0,2,0,0,BB,CN,Groups,TA/TO,0,0,0,A,A,0,No Deposit,133,,0,Transient-Party,90,0,1,Check-Out,17/05/2016
City Hotel,0,158,2017,March,13,27,1,1,1,0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,1,No Deposit,37,,0,Transient-Party,95,0,0,Check-Out,29/03/2017
City Hotel,0,25,2017,August,35,27,1,0,1,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,99,0,2,Check-Out,28/08/2017
City Hotel,0,418,2016,September,40,26,1,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132,,223,Transient-Party,107,0,0,Check-Out,29/09/2016
City Hotel,0,45,2016,March,11,10,0,2,2,0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,71.1,0,1,Check-Out,12/03/2016
City Hotel,0,67,2017,February,8,19,2,3,1,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,,0,Transient,107.1,0,3,Check-Out,24/02/2017
City Hotel,1,273,2015,July,29,17,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,6,,0,Transient-Party,101.5,0,0,Canceled,06/07/2015
City Hotel,1,275,2016,April,17,17,2,0,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,12,,0,Transient,110,0,0,Canceled,04/08/2015
City Hotel,0,4,2016,February,9,27,0,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,,203,0,Transient-Party,0,0,1,Check-Out,27/02/2016
City Hotel,0,173,2017,May,19,7,2,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42,,0,Transient-Party,89.1,0,1,Check-Out,11/05/2017
City Hotel,1,247,2016,October,44,28,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,,0,Transient,110,0,0,Canceled,15/03/2016
City Hotel,1,304,2016,November,45,3,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21,,0,Transient,89,0,0,Canceled,01/02/2016
